No.,Net Profit,Net % Profit,Exposure %,CAR,RAR,Max. Trade Drawdown,Max. Trade % Drawdown,Max. Sys Drawdown,Max. Sys % Drawdown,Recovery Factor,CAR/MDD,RAR/MDD,Profit Factor,Payoff Ratio,Standard Error,RRR,Ulcer Index,Ulcer Perf. Index,Sharpe Ratio,K-Ratio,# Trades,Avg Profit/Loss,Avg % Profit/Loss,Avg Bars Held,# of winners,% of Winners,W. Tot. Profit,W. Avg. Profit,W. Avg % Profit,W. Avg. Bars Held,# of losers,% of Losers,L. Tot. Loss,L. Avg. Loss,L. Avg % Loss,L. Avg. Bars Held,nDay Buy Delay
8 (DAG),-73924.68,-14.78,8.53,-1.48,-17.32,-64073.86,-15.29,-123356.49,-24.55,-0.6,-0.06,-0.71,0.64,1.54,20285.88,-0.29,8.58,-0.8,-0.9,-0.0171,34,-2174.26,-1.04,16.59,10,29.41,132927.96,13292.8,5.41,28.9,24,70.59,-206852.64,-8618.86,-3.73,11.46,7
9 (TTH),-74100.75,-14.82,3.78,-1.48,-39.16,-77484.1,-49.48,-187777.25,-31.94,-0.39,-0.05,-1.23,0.4,0.93,18217.63,-0.27,12.09,-0.57,-0.28,-0.0163,20,-3705.04,-0.87,31.3,6,30,48983.94,8163.99,14.03,39,14,70,-123084.69,-8791.76,-7.25,28,8
3 (OIL),-74242.65,-14.85,4.15,-1.48,-35.76,-86901.93,-44.04,-144589.14,-26.6,-0.51,-0.06,-1.34,0.36,0.97,20836.69,-0.29,9.04,-0.76,-1.33,-0.0171,11,-6749.33,-2.83,27.18,3,27.27,42581,14193.67,5.21,17.33,8,72.73,-116823.65,-14602.96,-5.84,30.88,2
5 (TNG),-74600.43,-14.92,13.95,-1.49,-10.7,-83641.35,-35.71,-253763.71,-40.74,-0.29,-0.04,-0.26,0.8,1.29,36084.97,-0.05,12.2,-0.56,0.18,-0.0029,60,-1243.34,1.35,23.52,23,38.33,307724.91,13379.34,13.08,28.3,37,61.67,-382325.33,-10333.12,-5.94,20.54,4
6 (VPI),-74633.12,-14.93,9.81,-1.49,-15.22,-27172.85,-7.24,-82120.22,-16.18,-0.91,-0.09,-0.94,0.32,0.81,12113.73,-0.32,4.37,-1.58,-2.17,-0.0189,21,-3553.96,-0.94,15.86,6,28.57,35765.5,5960.92,1.7,30.83,15,71.43,-110398.63,-7359.91,-2,9.87,5
2 (SBS),-75018.54,-15,5.5,-1.5,-27.29,-147692.16,-48.57,-207980.71,-33.46,-0.36,-0.04,-0.82,0.73,2.23,23209.52,-0.28,19.98,-0.35,0.45,-0.0169,65,-1154.13,3.41,15.09,16,24.62,200086.31,12505.39,34.53,30.44,49,75.38,-275104.85,-5614.38,-6.75,10.08,1
9 (VHM),-75106.3,-15.02,8.61,-1.5,-17.45,-185167.51,-32.35,-231529.83,-37.27,-0.32,-0.04,-0.47,0.6,0.96,22980.11,0.09,6.59,-1.05,-0.8,0.0053,13,-5777.41,-1.04,18.85,5,38.46,113691.06,22738.21,4.42,24,8,61.54,-188797.36,-23599.67,-4.46,15.63,8
7 (CTI),-75212.9,-15.04,17.93,-1.51,-8.4,-127611.8,-62.93,-425497.65,-51.96,-0.18,-0.03,-0.16,0.85,1.7,81024.11,-0.07,21.17,-0.33,-0.02,-0.0044,36,-2089.25,0.4,24.69,12,33.33,428815.61,35734.63,14.16,32.5,24,66.67,-504028.51,-21001.19,-6.48,20.79,6
3 (HVG),-75266.49,-15.05,21.52,-1.51,-7,-104750,-54.12,-467876.28,-70.73,-0.16,-0.02,-0.1,0.9,3.58,72194.2,-0.25,36.43,-0.19,0.17,-0.0151,60,-1254.44,1.39,16.53,12,20,646602.87,53883.57,32.6,36.33,48,80,-721869.36,-15038.95,-6.41,11.58,2
4 (IDJ),-75226.06,-15.05,3.38,-1.51,-44.6,-67365.72,-36.73,-108819.25,-21.06,-0.69,-0.07,-2.12,0.61,1.4,22744.24,0.01,12.31,-0.56,0.61,0.0003,33,-2279.58,4.02,18.85,10,30.3,116691.21,11669.12,27.27,40.3,23,69.7,-191917.26,-8344.23,-6.1,9.52,3
6 (TAR),-75426.34,-15.09,7.11,-1.51,-21.24,-191310.29,-33.22,-327877.04,-53.93,-0.23,-0.03,-0.39,0.63,1.58,29712.56,-0.12,8.99,-0.77,-0.12,-0.0072,7,-10775.19,-0.17,35.29,2,28.57,129025.7,64512.85,22.88,46,5,71.43,-204452.04,-40890.41,-9.39,31,5
1 (LGL),-75640.14,-15.13,4,-1.51,-37.83,-105985.88,-20.86,-237412.02,-35.99,-0.32,-0.04,-1.05,0.54,2.5,15793.61,-0.32,28.59,-0.24,-1.89,-0.0191,34,-2224.71,-2.16,11.97,6,17.65,87465.2,14577.53,8.05,30.5,28,82.35,-163105.35,-5825.19,-4.34,8,0
3 (LSS),-75988.53,-15.2,11.24,-1.52,-13.55,-79579.45,-20.95,-235747.34,-43.02,-0.32,-0.04,-0.31,0.74,1.47,32201.82,-0.09,23.4,-0.3,-0.03,-0.0051,39,-1948.42,0.21,18.62,13,33.33,211784.58,16291.12,9.82,22.69,26,66.67,-287773.11,-11068.2,-4.59,16.58,2
11 (IDJ),-76106.21,-15.22,5.76,-1.52,-26.49,-93954.67,-44.68,-217738.41,-43.55,-0.35,-0.04,-0.61,0.63,1.32,36702.93,-0.12,23.98,-0.29,0.04,-0.007,28,-2718.08,0.9,26.25,9,32.14,127855.01,14206.11,23.4,35.22,19,67.86,-203961.22,-10734.8,-9.76,22,10
9 (HUT),-76153.36,-15.23,30,-1.53,-5.09,-158460.72,-45.94,-580962.28,-67.44,-0.13,-0.02,-0.08,0.89,1.79,98097.37,-0.21,36.69,-0.19,-0.14,-0.0123,48,-1586.53,0.07,28.19,16,33.33,647563.86,40472.74,11.79,37,32,66.67,-723717.22,-22616.16,-5.78,23.78,8
11 (EIB),-76193.02,-15.24,34.36,-1.53,-4.44,-92863.5,-17.79,-173686.19,-33.23,-0.44,-0.05,-0.13,0.79,1.51,28345.46,-0.18,21.47,-0.32,-0.08,-0.0108,58,-1313.67,0.33,27.45,20,34.48,293549.85,14677.49,8.05,33,38,65.52,-369742.88,-9730.08,-3.73,24.53,10
2 (HHP),-76364.91,-15.27,2.13,-1.53,-71.97,-27741.42,-27.75,-92744.31,-17.96,-0.82,-0.09,-4.01,0.2,0.52,14631.62,-0.21,4.7,-1.47,-1.18,-0.0125,22,-3471.13,-1.73,13.91,6,27.27,18526.09,3087.68,4.58,29.83,16,72.73,-94891,-5930.69,-4.09,7.94,1
4 (HVH),-76400.37,-15.28,3.8,-1.53,-40.34,-82716.13,-21.43,-155163.1,-28.43,-0.49,-0.05,-1.42,0.46,0.91,23393.06,-0.16,7.51,-0.92,0.34,-0.0094,9,-8488.93,2.24,28.56,3,33.33,64271.75,21423.92,18.95,56.67,6,66.67,-140672.12,-23445.35,-6.11,14.5,3
5 (TCB),-76609.04,-15.32,8.91,-1.54,-17.23,-61240.64,-13.16,-184494.18,-35.49,-0.42,-0.04,-0.49,0.66,2.41,26175.82,-0.24,8.26,-0.84,-0.55,-0.0146,14,-5472.07,-0.86,18.07,3,21.43,147551.34,49183.78,13.25,40.33,11,78.57,-224160.38,-20378.22,-4.71,12,4
11 (ASP),-76686.93,-15.34,1.83,-1.54,-84.01,-106700.29,-38.33,-110689.47,-20.73,-0.69,-0.07,-4.05,0.28,0.5,17355.72,-0.51,15.12,-0.46,-0.05,-0.0304,31,-2473.77,0.27,23.61,11,35.48,29241.49,2658.32,11.68,27,20,64.52,-105928.42,-5296.42,-6.01,21.75,10
4 (KBC),-76765.59,-15.35,37.67,-1.54,-4.09,-138158.07,-30.73,-625237.98,-62.12,-0.12,-0.02,-0.07,0.94,2.08,181885.48,0.07,33.19,-0.21,-0.03,0.0041,71,-1081.21,0.27,17.83,22,30.99,1118849.37,50856.79,12.22,32.18,49,69.01,-1195614.96,-24400.31,-5.09,11.39,3
11 (HAP),-76772.6,-15.35,4.81,-1.54,-32,-77405.83,-40.02,-122322.79,-24.46,-0.63,-0.06,-1.31,0.49,0.84,19140.09,0.12,18.13,-0.38,0.54,0.007,41,-1872.5,4.98,27.73,15,36.59,72775.75,4851.72,24.77,34.07,26,63.41,-149548.35,-5751.86,-6.43,24.08,10
2 (TNG),-76860.91,-15.37,15.61,-1.54,-9.88,-84455.99,-25,-211383.22,-36.84,-0.36,-0.04,-0.27,0.83,1.57,26482.64,-0.17,15.43,-0.45,0.3,-0.0102,75,-1024.81,1.56,16.69,26,34.67,377126.72,14504.87,14.89,28.15,49,65.33,-453987.63,-9265.05,-5.51,10.61,1
11 (S99),-77144.25,-15.43,5.16,-1.55,-30.01,-67579.96,-43.01,-149861.83,-28.31,-0.51,-0.05,-1.06,0.51,1.01,28097.69,-0.58,18.4,-0.38,0.13,-0.0347,36,-2142.9,1.06,23.08,12,33.33,79024.61,6585.38,15.46,29.58,24,66.67,-156168.86,-6507.04,-6.14,19.83,10
5 (TDG),-77307.65,-15.46,2.72,-1.55,-57,-45111.21,-20.16,-163339.05,-28.25,-0.47,-0.05,-2.02,0.41,0.64,27444.28,-0.18,11.2,-0.62,-0.56,-0.0106,23,-3361.2,-1.25,13.57,9,39.13,54370.94,6041.22,7.95,14.44,14,60.87,-131678.59,-9405.61,-7.17,13,4
5 (VHM),-77293.81,-15.46,10.42,-1.55,-14.88,-175523.37,-32.35,-233564.39,-38.6,-0.33,-0.04,-0.39,0.6,0.8,21740.98,0.06,6.42,-1.08,-0.85,0.0037,14,-5520.99,-1.03,21.07,6,42.86,114258.05,19043.01,3.73,25,8,57.14,-191551.87,-23943.98,-4.6,18.13,4
4 (VPG),-78094.62,-15.62,2.57,-1.57,-61.01,-66385.12,-22,-97612.25,-18.79,-0.8,-0.08,-3.25,0.1,0.36,6058.65,-0.2,2.65,-2.63,-2.74,-0.012,18,-4338.59,-3.65,14.89,4,22.22,9008.98,2252.24,1.69,24,14,77.78,-87103.59,-6221.69,-5.17,12.29,3
11 (LGL),-78159.5,-15.63,3.13,-1.57,-50.11,-37718.93,-56.27,-121106.58,-22.41,-0.65,-0.07,-2.24,0.36,0.28,18698.12,-0.29,9.71,-0.72,-0.53,-0.0175,25,-3126.38,-1.77,25.44,14,56,43099.85,3078.56,5.74,24.86,11,44,-121259.34,-11023.58,-11.33,26.18,10
11 (LMH),-78217.12,-15.64,2.71,-1.57,-57.92,-145206.39,-92.95,-208521.71,-33.92,-0.38,-0.05,-1.71,0.49,0.73,24698.21,-0.04,8.26,-0.84,-0.64,-0.0021,5,-15643.42,-13.34,73.2,2,40,74563.39,37281.69,21.54,49.5,3,60,-152780.5,-50926.83,-36.59,89,10
10 (FCM),-78845.11,-15.77,4.95,-1.58,-32.03,-122867.39,-32,-238146.78,-36.82,-0.33,-0.04,-0.87,0.68,2.05,49098.62,-0.18,20.71,-0.34,-0.09,-0.011,28,-2815.9,0.02,29.46,7,25,170102.11,24300.3,20.51,38.14,21,75,-248947.22,-11854.63,-6.81,26.57,9
6 (PLP),-78962.77,-15.79,1.08,-1.59,-146.58,-71565.53,-14.92,-107557.98,-21.51,-0.73,-0.07,-6.81,0.08,0.2,9394.76,-0.21,2.41,-2.89,-5.89,-0.0128,7,-11280.4,-6.61,8.86,2,28.57,6756.14,3378.07,0.82,11.5,5,71.43,-85718.91,-17143.78,-9.57,7.8,5
10 (SBS),-79058.73,-15.81,7.28,-1.59,-21.84,-147692.16,-63.71,-221063.79,-34.96,-0.36,-0.05,-0.62,0.68,1.85,23603.43,-0.06,18.05,-0.39,-0.04,-0.0033,52,-1520.36,0.24,27.42,14,26.92,170646.91,12189.06,28.82,30.36,38,73.08,-249705.64,-6571.2,-10.29,26.34,9
3 (TCB),-79159.41,-15.83,8.54,-1.59,-18.63,-70844.22,-15.63,-195983.86,-37.9,-0.4,-0.04,-0.49,0.65,1.29,27023.56,-0.23,8.14,-0.86,-0.56,-0.0139,15,-5277.29,-0.83,16.27,5,33.33,145092.92,29018.58,7.75,27.4,10,66.67,-224252.34,-22425.23,-5.12,10.7,2
2 (SBT),-79237.47,-15.85,39.97,-1.59,-3.99,-338952.24,-36.79,-723957.8,-63.88,-0.11,-0.02,-0.06,0.94,3,162262.46,0.12,36.54,-0.19,0.03,0.0072,88,-900.43,0.46,17.97,21,23.86,1216129.51,57910.93,14.23,39.62,67,76.14,-1295366.97,-19333.84,-3.86,11.18,1
9 (AGR),-79381.44,-15.88,11.12,-1.6,-14.36,-47821.64,-43.66,-132757.43,-26.55,-0.6,-0.06,-0.54,0.68,1.44,23169.01,-0.25,16.92,-0.41,0.01,-0.0147,50,-1587.63,0.69,31.1,16,32,165747.99,10359.25,18.92,43.63,34,68,-245129.43,-7209.69,-7.89,25.21,8
9 (BCG),-79919.18,-15.98,9.26,-1.61,-17.36,-119851.46,-28.52,-229578.24,-37.83,-0.35,-0.04,-0.46,0.58,0.91,21880.42,-0.5,20.12,-0.35,0.19,-0.0303,23,-3474.75,1.32,26.74,9,39.13,111558.72,12395.41,12.56,33.56,14,60.87,-191477.9,-13676.99,-5.9,22.36,8
3 (CII),-80167.39,-16.03,49.86,-1.61,-3.24,-190332.12,-53.73,-350487.66,-68,-0.23,-0.02,-0.05,0.9,1.46,71649.29,0.11,31.65,-0.22,-0.09,0.0067,68,-1178.93,0.14,21.22,26,38.24,747890.37,28765.01,8.82,33.08,42,61.76,-828057.76,-19715.66,-5.24,13.88,2
6 (HID),-80278.73,-16.06,4.97,-1.62,-32.54,-283079.29,-34.15,-443197.57,-53.44,-0.18,-0.03,-0.61,0.56,1.2,36935.19,-0.2,27.35,-0.26,-0.49,-0.0122,25,-3211.15,-0.75,17.44,8,32,103614.76,12951.85,8.06,27.75,17,68,-183893.49,-10817.26,-4.9,12.59,5
1 (PVG),-80460.57,-16.09,12,-1.62,-13.5,-84283.32,-17.96,-221287.89,-41.09,-0.36,-0.04,-0.33,0.77,1.35,41360.72,-0.01,24.68,-0.28,0.01,-0.0006,55,-1462.92,0.33,15.15,20,36.36,274932.08,13746.6,9.29,27.7,35,63.64,-355392.65,-10154.08,-4.79,7.97,0
7 (VPH),-80508,-16.1,2.37,-1.62,-68.24,-43073.42,-40.35,-89238.22,-17.85,-0.9,-0.09,-3.82,0.25,0.34,12137.13,-0.57,10.48,-0.67,0.01,-0.0344,40,-2012.7,0.48,20.6,17,42.5,27344.37,1608.49,10.25,29.47,23,57.5,-107852.37,-4689.23,-6.75,14.04,6
11 (SAM),-80585.41,-16.12,21.14,-1.62,-7.67,-85185.04,-31.74,-283084.9,-42.02,-0.28,-0.04,-0.18,0.84,1.03,71186.42,-0.11,25.35,-0.28,0.25,-0.0063,49,-1644.6,1.82,30.94,22,44.9,420425.7,19110.26,11.12,39.05,27,55.1,-501011.11,-18555.97,-5.76,24.33,10
5 (TVB),-80763.34,-16.15,5.13,-1.63,-31.71,-90352.26,-37.74,-150888.82,-26.87,-0.54,-0.06,-1.18,0.55,0.73,19535.87,0.09,4.78,-1.47,0.21,0.0052,35,-2307.52,1.3,23.77,15,42.86,98222.84,6548.19,10.61,31.13,20,57.14,-178986.18,-8949.31,-5.68,18.25,4
8 (BSR),-80789.32,-16.16,12.27,-1.63,-13.25,-149393.5,-31.43,-235966.4,-45.38,-0.34,-0.04,-0.29,0.3,0.46,26769.36,-0.29,9.41,-0.75,-1.42,-0.0176,10,-8078.93,-1.65,33.9,4,40,35308.37,8827.09,2.11,43.75,6,60,-116097.69,-19349.62,-4.15,27.33,7
5 (HII),-81509.78,-16.3,3.26,-1.64,-50.46,-33031.76,-17.93,-95629.01,-19.06,-0.85,-0.09,-2.65,0.38,3.03,17149,-0.29,5.24,-1.34,-1.14,-0.0176,18,-4528.32,-2.11,14.78,2,11.11,49758.49,24879.25,18.48,31,16,88.89,-131268.27,-8204.27,-4.69,12.75,4
6 (TTB),-81551.75,-16.31,15.9,-1.64,-10.34,-965831.89,-86.49,-1037940.94,-77.89,-0.08,-0.02,-0.13,0.93,0.93,217935.65,0.19,20.04,-0.35,0.38,0.0111,30,-2718.39,3.42,24.1,15,50,1024759.34,68317.29,15.83,33.4,15,50,-1106311.09,-73754.07,-9,14.8,5
1 (TDG),-81815.51,-16.36,4.07,-1.65,-40.47,-98151.83,-17.62,-284909.03,-42.06,-0.29,-0.04,-0.96,0.68,3.12,47002.34,-0.02,14.78,-0.48,-0.82,-0.0013,28,-2921.98,-2,11.36,5,17.86,172871.48,34574.3,18.3,25.6,23,82.14,-254686.99,-11073.35,-6.41,8.26,0
11 (C69),-81981.52,-16.4,2.75,-1.65,-60.02,-149305.7,-24.7,-226635.64,-37.39,-0.36,-0.04,-1.61,0.45,2,18220.66,-0.22,10.54,-0.67,0.81,-0.0134,11,-7452.87,8.32,22.82,2,18.18,65830.29,32915.15,73.07,44.5,9,81.82,-147811.81,-16423.53,-6.07,18,10
6 (PSI),-82122.29,-16.42,3.53,-1.66,-46.93,-74065.86,-31.58,-148405.8,-28.23,-0.55,-0.06,-1.66,0.42,1.26,22870.68,-0.13,20.1,-0.35,-0.37,-0.0081,16,-5132.64,-0.95,19.31,4,25,59486.02,14871.5,17.38,38,12,75,-141608.31,-11800.69,-7.05,13.08,5
8 (PLX),-82407.43,-16.48,16.21,-1.66,-10.25,-191497.4,-32.18,-450056.73,-60.44,-0.18,-0.03,-0.17,0.76,1.26,38370.67,-0.07,18.22,-0.39,-0.36,-0.0041,16,-5150.46,-0.68,28.31,6,37.5,257456.61,42909.44,9.24,33.17,10,62.5,-339864.05,-33986.4,-6.62,25.4,7
11 (TDG),-82545.39,-16.51,3.21,-1.67,-51.83,-62117.15,-18.85,-162785.71,-28.7,-0.51,-0.06,-1.81,0.4,0.74,23478.79,-0.34,12.68,-0.56,-0.87,-0.0201,20,-4127.27,-2.41,18.5,7,35,54148.14,7735.45,9.68,19,13,65,-136693.52,-10514.89,-8.92,18.23,10
5 (PLP),-82669.71,-16.53,1.12,-1.67,-149.26,-74344.33,-15.42,-103741.58,-20.59,-0.8,-0.08,-7.25,0, N/A,8708.78,-0.27,2.57,-2.75,-6.42,-0.0162,9,-9185.52,-6.45,10.44,0,0,0,  N/A,  N/A,  N/A,9,100,-82669.71,-9185.52,-6.45,10.44,4
9 (LGL),-82733.11,-16.55,2.17,-1.67,-76.97,-77629.16,-55.73,-123552.54,-22.91,-0.67,-0.07,-3.36,0.24,0.35,19692.31,-0.36,11.59,-0.61,-0.86,-0.0218,27,-3064.19,-2.41,21.44,11,40.74,26441.47,2403.77,5,24.64,16,59.26,-109174.57,-6823.41,-7.5,19.25,8
4 (PSI),-82820.09,-16.56,3.83,-1.67,-43.6,-85714.2,-31.58,-137862.8,-27.57,-0.6,-0.06,-1.58,0.56,0.84,26165.94,-0.04,18.67,-0.38,0.04,-0.0026,15,-5521.34,0.66,22.2,6,40,106480.46,17746.74,14.29,29.17,9,60,-189300.55,-21033.39,-8.43,17.56,3
6 (HII),-83456.93,-16.69,3,-1.69,-56.26,-34570.06,-22.43,-101326.19,-20.15,-0.82,-0.08,-2.79,0.27,0.87,17448.23,-0.29,5.41,-1.31,-0.95,-0.0175,17,-4909.23,-1.69,15.88,4,23.53,30716.47,7679.12,9.24,16.75,13,76.47,-114173.39,-8782.57,-5.06,15.62,5
3 (LPB),-84386.12,-16.88,8.98,-1.71,-18.99,-108150.44,-21.27,-366902.39,-56.76,-0.23,-0.03,-0.33,0.75,2.24,37246.22,-0.27,18.7,-0.38,-0.42,-0.0164,20,-4219.31,-0.87,16.45,5,25,249958.72,49991.74,13.97,30.4,15,75,-334344.84,-22289.66,-5.82,11.8,2
3 (SBS),-84549.7,-16.91,4.7,-1.71,-36.34,-118241.64,-48.57,-140363.07,-27.38,-0.6,-0.06,-1.33,0.61,1.55,19559.53,-0.34,17.58,-0.4,0.56,-0.0202,60,-1409.16,3.08,15.93,17,28.33,134159.6,7891.74,23.62,26.35,43,71.67,-218709.3,-5086.26,-5.04,11.81,2
11 (QCG),-85012.45,-17,19.48,-1.72,-8.83,-137230.63,-43.73,-367510.02,-63.18,-0.23,-0.03,-0.14,0.86,3.54,123336.19,0.06,37.62,-0.19,0.05,0.0034,46,-1848.1,1.05,22.28,9,19.57,530239.49,58915.5,32.5,25.56,37,80.43,-615251.94,-16628.43,-6.6,21.49,10
3 (SBT),-85261.62,-17.05,40.22,-1.72,-4.29,-326536.12,-35.02,-810231.11,-66.78,-0.11,-0.03,-0.06,0.94,1.91,167669.83,0.11,33.04,-0.22,0.03,0.0065,82,-1039.78,0.51,19.35,27,32.93,1259623.37,46652.72,10.55,31.41,55,67.07,-1344884.99,-24452.45,-4.42,13.44,2
7 (HHP),-85346.43,-17.07,2.98,-1.73,-57.9,-75560.61,-27.75,-161343.3,-28.01,-0.53,-0.06,-2.07,0.15,0.29,17493.91,-0.2,8.48,-0.84,-1.12,-0.0117,15,-5689.76,-2.49,22,5,33.33,14588.97,2917.79,4.25,28.8,10,66.67,-99935.4,-9993.54,-5.86,18.6,6
7 (VPI),-85397.21,-17.08,9.96,-1.73,-17.35,-22590.48,-6.5,-92426.74,-18.49,-0.92,-0.09,-0.94,0.23,0.54,16022.68,-0.33,5.17,-1.38,-2.49,-0.0199,20,-4269.86,-0.98,16.8,6,30,25777.59,4296.26,1.38,30.17,14,70,-111174.8,-7941.06,-2,11.07,6
6 (HVH),-85565.6,-17.11,3.88,-1.73,-44.64,-106779,-21.43,-178474.05,-31.3,-0.48,-0.06,-1.43,0.49,0.61,25302.44,-0.13,8.48,-0.84,0.33,-0.0077,9,-9507.29,2.12,26.56,4,44.44,81639.55,20409.89,14.86,41.75,5,55.56,-167205.14,-33441.03,-8.07,14.4,5
4 (HII),-86164.87,-17.23,3.63,-1.74,-48.04,-28043.32,-17.57,-114240.45,-22.85,-0.75,-0.08,-2.1,0.44,2.33,24830.67,-0.35,8.36,-0.85,-0.85,-0.0211,19,-4534.99,-1.5,12.32,3,15.79,66987.85,22329.28,16.26,23.33,16,84.21,-153152.72,-9572.05,-4.83,10.25,3
2 (VGT),-87664.31,-17.53,5.59,-1.78,-31.8,-48015.15,-17.49,-138553.53,-26.54,-0.63,-0.07,-1.2,0.43,1.4,21911.06,-0.35,9.01,-0.8,-1.15,-0.0207,17,-5156.72,-2.1,16.88,4,23.53,66109.79,16527.45,9.07,28.5,13,76.47,-153774.1,-11828.78,-5.54,13.31,1
2 (LSS),-88115.63,-17.62,10.65,-1.79,-16.79,-84601.89,-20.95,-182588.87,-34.71,-0.48,-0.05,-0.48,0.7,2.03,30159.75,-0.25,18.76,-0.38,-0.1,-0.0152,39,-2259.38,-0.08,19.62,10,25.64,206383.13,20638.31,12.64,32.6,29,74.36,-294498.76,-10155.13,-4.46,15.14,1
5 (HAP),-88125.88,-17.63,5.59,-1.79,-32,-53222.64,-38.43,-123357.26,-23.85,-0.71,-0.07,-1.34,0.5,0.99,10794.03,-0.57,17.13,-0.42,0.39,-0.0343,51,-1727.96,2.58,18.33,17,33.33,86566.85,5092.17,19.05,30.24,34,66.67,-174692.73,-5138.02,-5.66,12.38,4
2 (LPB),-88125.87,-17.63,9.3,-1.79,-19.23,-106703.02,-28.43,-367473.62,-57.74,-0.24,-0.03,-0.33,0.75,1.99,38194.94,-0.26,18.11,-0.4,-0.43,-0.0156,22,-4005.72,-0.93,14.91,6,27.27,258000.73,43000.12,12.68,29.33,16,72.73,-346126.6,-21632.91,-6.03,9.5,1
3 (VOS),-88371.79,-17.67,7.17,-1.79,-25,-73566.36,-32.42,-161820.01,-29.72,-0.55,-0.06,-0.84,0.68,1.9,19020.17,-0.56,18.56,-0.39,0,-0.0336,61,-1448.72,0.32,15.74,16,26.23,184755.69,11547.23,18.87,30.5,45,73.77,-273127.49,-6069.5,-6.27,10.49,2
4 (TDG),-88349.39,-17.67,2.57,-1.79,-69.76,-68200.79,-17.52,-207914.8,-34.42,-0.42,-0.05,-2.03,0.38,1.09,29039.68,-0.26,14.64,-0.49,-0.96,-0.0154,23,-3841.28,-2.05,13.3,6,26.09,54861.27,9143.54,10.78,17.83,17,73.91,-143210.65,-8424.16,-6.58,11.71,3
3 (LMH),-88575.7,-17.72,1.79,-1.8,-100.7,-58219.91,-20.42,-88575.7,-17.72,-1,-0.1,-5.68,0.34,0.86,20808.18,-0.26,5.78,-1.24,-0.45,-0.0155,7,-12653.67,-1.47,17.29,2,28.57,46503.68,23251.84,20.12,40,5,71.43,-135079.39,-27015.88,-10.11,8.2,2
10 (SHI),-88907.57,-17.78,13.77,-1.81,-13.11,-126485.19,-24.48,-150089.61,-29.03,-0.59,-0.06,-0.45,0.7,0.67,31026.21,-0.33,14.08,-0.51,0.14,-0.02,41,-2168.48,0.83,22.1,21,51.22,208998.75,9952.32,7,25.52,20,48.78,-297906.31,-14895.32,-5.65,18.5,9
9 (DLG),-88922.29,-17.78,31.39,-1.81,-5.75,-248630.52,-84.13,-981495.88,-75.33,-0.09,-0.02,-0.08,0.94,1.93,188400.64,-0.01,41.09,-0.18,-0.2,-0.0004,52,-1710.04,-0.71,25.15,17,32.69,1291565.58,75974.45,15.59,30.24,35,67.31,-1380487.87,-39442.51,-8.62,22.69,8
1 (PLP),-88925.06,-17.79,1.56,-1.81,-115.52,-78004.73,-16.49,-110113.35,-21.69,-0.81,-0.08,-5.33,0.05,0.24,8203.75,-0.25,2.85,-2.53,-5.47,-0.0148,11,-8084.1,-4.58,9.55,2,18.18,4931.37,2465.68,2.39,8.5,9,81.82,-93856.43,-10428.49,-6.12,9.78,0
11 (TVC),-88941.36,-17.79,17.88,-1.81,-10.1,-119815.25,-28.41,-358104.36,-61.63,-0.25,-0.03,-0.16,0.74,1.68,63498.06,-0.35,28.33,-0.25,0.17,-0.0213,36,-2470.59,1.37,24.28,11,30.56,251993.48,22908.5,15.86,35.64,25,69.44,-340934.84,-13637.39,-5.01,19.28,10
8 (TTB),-89667.61,-17.93,13.8,-1.82,-13.21,-448357.54,-86.31,-538523.62,-64.4,-0.17,-0.03,-0.21,0.86,0.98,94598.73,0.11,15.96,-0.45,0.16,0.0066,30,-2988.92,1.52,22.3,14,46.67,543818.47,38844.18,13.55,30.14,16,53.33,-633486.07,-39592.88,-9.01,15.44,7
7 (HII),-90892.43,-18.18,3.84,-1.85,-48.13,-30796.39,-22.98,-115162.18,-23.03,-0.79,-0.08,-2.09,0.28,1.94,23622.53,-0.33,7.62,-0.95,-1.04,-0.0199,16,-5680.78,-2.22,18.88,2,12.5,34818.77,17409.38,19.19,29,14,87.5,-125711.2,-8979.37,-5.28,17.43,6
9 (PLX),-90979.19,-18.2,15.65,-1.85,-11.83,-191497.4,-32.18,-456177.7,-60.86,-0.2,-0.03,-0.19,0.74,2.22,39655.33,-0.07,18.49,-0.39,-0.36,-0.0042,16,-5686.2,-0.7,27.31,4,25,258834.73,64708.68,13.97,39,12,75,-349813.91,-29151.16,-5.59,23.42,8
9 (SD9),-91046.71,-18.21,6.95,-1.85,-26.68,-56620.25,-44.42,-156769.88,-31.35,-0.58,-0.06,-0.85,0.47,0.65,21499.96,0.15,22.22,-0.33,-0.08,0.0091,36,-2529.08,0.04,21.5,15,41.67,79545.36,5303.02,9.95,29.93,21,58.33,-170592.07,-8123.43,-7.04,15.48,8
10 (POW),-91050.64,-18.21,11,-1.85,-16.85,-120034.6,-30.49,-259820.41,-48.65,-0.35,-0.04,-0.35,0.29,0.58,32898.86,-0.27,11.46,-0.63,-1.59,-0.0162,9,-10116.74,-2.1,33.78,3,33.33,37452,12484,3.15,43.33,6,66.67,-128502.63,-21417.11,-4.72,29,9
